question,document
"In psycopg2 on Mac M2, why does my query fail unless I quote the column name a certain way?",4277a9cb86
What's the difference between single quotes and double quotes for column names in Postgres queries?,4277a9cb86
How should I write a Postgres join if the column name keeps triggering a 'does not exist' error?,4277a9cb86
"I can see the column in the table, so why does Postgres still complain about it in my query?",4277a9cb86
"In pgAdmin, why doesn’t the create server dialog pop up anymore, and what should I click instead?",117164c439
My pgAdmin looks different now — is there a new way to add a server if the create dialog is missing?,117164c439
"When I try to set up a server in pgAdmin, the usual dialog never appears. What’s the workaround?",117164c439
Has pgAdmin changed the server setup flow? I can’t find the create server window anywhere.,117164c439
"If the server creation dialog is gone in pgAdmin, how do I register a new server?",117164c439
Why does pgAdmin keep saying the CSRF session token is missing when I open it in Docker?,0cfd7f7ed6
What’s the quickest way to get rid of the CSRF token error in pgAdmin without changing my setup too much?,0cfd7f7ed6
Which pgAdmin Docker env vars should I add if the token/session issue won’t go away?,0cfd7f7ed6
"Do I need to recreate the container after changing pgAdmin CSRF settings, and what command should I run?",0cfd7f7ed6
"Is it safe to turn off CSRF checks in pgAdmin, or is that only okay for local dev?",0cfd7f7ed6
Why can’t I open pgAdmin in my browser after starting the container with docker run?,2efd03d7f8
What do I need to change in pgAdmin settings so it listens on 0.0.0.0 instead of not being reachable?,2efd03d7f8
How should I update my docker-compose.yaml if pgAdmin won’t show up on localhost:5050?,2efd03d7f8
Do I need to set PGADMIN_CONFIG_WTF_CSRF_ENABLED=False when running pgAdmin in Docker?,2efd03d7f8
What’s the fix for pgAdmin access issues when I’m on Mac and using Remote SSH to a GCP VM?,2efd03d7f8
Why do I lose the first 100k rows when I rerun the Jupyter notebook from top to bottom for the taxi ingest task?,0d6dc0d041
"In the Postgres ingestion notebook, why does the second chunk get loaded before the first one after I run everything again?",0d6dc0d041
"What should I change in the notebook so I don't miss the initial 100,000 records when ingesting NYC Taxi data?",0d6dc0d041
Is there a problem with having `df = next(df_iter)` above the `while` loop in the ingestion notebook?,0d6dc0d041
"Can I safely run the Jupyter notebook top to bottom for the taxi data pipeline, or is it only for testing?",0d6dc0d041
How can I make pandas read date columns as datetime right from `read_csv`?,5b4c133384
Is there a way to parse multiple CSV columns as dates when loading the file with pandas?,5b4c133384
"Do I need to convert pickup and dropoff timestamps after reading the taxi CSV, or can `read_csv` handle it?",5b4c133384
What parameter should I use in `pd.read_csv` so string date fields come in as `datetime64` instead of text?,5b4c133384
Can `read_csv` take column names or column numbers to auto-parse dates while importing data?,5b4c133384
How do I use Python to download the CSV from the GitHub URL if curl isn’t working for me?,e80e8216d5
What’s the right Python line to ingest data from the GitHub link with curl?,e80e8216d5
"I tried to pull the file from GitHub in Python, but it fails — how should I write the curl command?",e80e8216d5
Can someone show the exact Python code for downloading the CSV from the provided GitHub link using curl?,e80e8216d5
"Why can’t my Python script ingest the GitHub data link, and what curl command should I use instead?",e80e8216d5
How do I open a CSV that was gzipped with Pandas?,e0c1900c47
"Does `read_csv()` work with `.csv.gz` files, or do I need something extra?",e0c1900c47
What’s the right way to load a Gzip-compressed CSV in Python using Pandas?,e0c1900c47
"If my dataset ends in `.csv.gz`, how should I pass it to `pd.read_csv()`?",e0c1900c47
"Can Pandas read a compressed CSV file directly, and what compression setting should I use?",e0c1900c47
How can I loop through a parquet file in Python and load it into Postgres without using read_csv chunksize?,fbfa475350
Is there a way to process parquet data in batches with PyArrow instead of reading the whole file at once?,fbfa475350
What’s the best approach to append parquet rows into a SQL table in chunks from Python?,fbfa475350
Can I use ParquetFile iter_batches to ingest a parquet dataset into PostgreSQL step by step?,fbfa475350
"How do I clear or recreate a table first, then keep adding parquet batches into it with SQLAlchemy?",fbfa475350
Why does create_engine fail with ImportError about TypeAliasType from typing_extensions in my notebook?,26ff32cb35
"I keep getting ModuleNotFoundError for psycopg2 when I try to connect to Postgres, what should I install?",26ff32cb35
What does NoSuchModuleError: Can't load plugin sqlalchemy.dialects:postgresql.psycopg usually mean?,26ff32cb35
Why am I seeing 'module' object is not callable after importing sqlalchemy and trying to make an engine?,26ff32cb35
"Could nested virtual environments be causing my SQLAlchemy / Postgres imports to break, and how do I fix that?",26ff32cb35
"Why am I getting ""OptionEngine"" object has no attribute ""execute"" when using pandas read_sql_query with SQLAlchemy?",5f8cf90bb4
What should I update if read_sql_query keeps failing with OptionEngine execute errors?,5f8cf90bb4
Do I need to wrap my SQL query with text() before calling pd.read_sql_query()?,5f8cf90bb4
How can I fix the pandas and SQLAlchemy version issue that breaks read_sql_query()?,5f8cf90bb4
Is there a recommended way to write the query so read_sql_query works with the latest SQLAlchemy?,5f8cf90bb4
"Why am I getting an error that the Zone column doesn’t exist when I run a SQL query on the taxi zones table, and what’s the correct way to write it?",bac852d170
Do I need to put the Zone column in double quotes in Postgres if the column name starts with a capital letter?,bac852d170
"I used `SELECT * FROM zones_taxi WHERE Zone='Astoria Zone';` but it fails — is the table name wrong, or is it the column name casing?",bac852d170
How can I query the zones table for Astoria if `Astoria Zone` doesn’t return anything in my dataset?,bac852d170
What’s the proper SQL syntax for filtering a column like `Zone` when Postgres says it doesn’t exist?,bac852d170
Why am I getting a column doesn't exist error when I run SELECT Zone from taxi_zones?,358cb2fd4d
Do I need to use quotes every time for column names like Zone in Postgres?,358cb2fd4d
What's the easiest way to avoid case sensitivity issues when loading a CSV into Pandas for Postgres?,358cb2fd4d
"After reading taxi+_zone_lookup.csv with pandas, how can I make all the column names lowercase?",358cb2fd4d
Is there a simple fix for the zone lookup table so I don't have to keep writing quoted column names?,358cb2fd4d
Why does Postgres 18 stop starting when I reuse my old Docker volume from postgres:16?,5f560784b0
Do I need to change the Docker volume path when switching from postgres:16 to postgres:18?,5f560784b0
What should I do with the old Postgres volume before recreating the container in Week 1?,5f560784b0
Can the connection errors in pgAdmin or my ingestion script be caused by the Postgres 18 data folder change?,5f560784b0
What is the correct volume mount path for Postgres 18 in docker run or docker-compose?,5f560784b0
"Why does pgAdmin keep showing ""connection failed"" on 127.0.0.1:5432, and what host should I use instead?",8fe89183d7
I tried localhost in pgAdmin but Postgres still won’t connect — should I switch to postgres or host.docker.internal?,8fe89183d7
"If my Postgres container isn’t reachable on 5432, is it because of a port conflict, and how do I fix it?",8fe89183d7
"What should I do in pgAdmin if localhost, postgres, and host.docker.internal all fail as the server name?",8fe89183d7
How can I find my IPv4 address on Windows to use it in pgAdmin when Docker Postgres connection keeps failing?,8fe89183d7
"Why does my PostgreSQL table sometimes not get created when I submit the job, especially if I’m running more than one process at once?",56d8f7ae9a
Could this issue be because my app is connecting to the wrong Postgres database or missing permissions/auth details?,56d8f7ae9a
"If the table creation code is in my script, why might it still not run during job submission?",56d8f7ae9a
Is it better to create the tables in PostgreSQL before running the jobs instead of doing it at runtime?,56d8f7ae9a
Should I use CREATE TABLE IF NOT EXISTS so the job doesn’t fail if the table is already there?,56d8f7ae9a
"Why does my GCP VM IP keep changing after I stop and start the instance, and how do I make it stay the same?",bd56924fcb
How can I reserve a fixed IP address in Google Cloud for my VM instead of using the default temporary one?,bd56924fcb
Where in the GCP console do I go to create a static IP and bind it to my virtual machine?,bd56924fcb
"Do I need a static IP for my config file, or is the VM’s normal IP enough if I restart it later?",bd56924fcb
"If I reserve a static IP in GCP but don’t attach it to a VM right away, will I still get charged?",bd56924fcb
"Why does the Google Cloud SDK installer say it can’t update my PATH on Windows, and how do I fix it manually?",25b0348672
What do I need to add to PATH after installing gcloud on Windows if the installer fails?,25b0348672
"I changed PATH for Google Cloud SDK on Windows, but gcloud still doesn’t work in my terminal — what am I missing?",25b0348672
Is there a better shell to use for the course on Windows instead of regular Command Prompt?,25b0348672
"After installing Google Cloud SDK on Windows, do I need to reopen my terminal to make PATH changes take effect?",25b0348672
"Why am I getting a 409 ""Requested entity already exists"" error when I try to create a new GCP project?",bad6a11a5a
"Is there a way to reuse a GCP project ID that failed before, or do I need to pick another one?",bad6a11a5a
"What does ""Project creation failed: HttpError accessing cloudresourcemanager.googleapis.com"" usually mean in GCP?",bad6a11a5a
How do I fix the ALREADY_EXISTS error when creating a project in Google Cloud?,bad6a11a5a
Why does GCP say my project ID is already taken even though I never used it before?,bad6a11a5a
Why am I getting Error 403 about the project being tied to an absent billing account when I try to bill my GCP project?,bc90da941d
Could this 403 billing account error just mean I typed the wrong project ID in GCP?,bc90da941d
How do I check if my GCP project ID is actually unique and correct for this setup?,bc90da941d
What else besides a wrong project ID can cause the 'billing account is absent' message in GCP?,bc90da941d
Do I need to link my billing account to the current project before this error goes away?,bc90da941d
"Why am I getting the OR-CBAT-15 error when trying to start the Google Cloud free trial, and is there any way to fix the card issue?",53b423d784
"My debit card keeps getting rejected by Google Cloud for the free trial, should I just try another bank card or is there something else I can do?",53b423d784
Has anyone managed to get past the Google Cloud free trial payment error by using a different credit card or web-card?,53b423d784
"If Google support can’t solve the OR-CBAT-15 free trial problem, what’s the best workaround people have used?",53b423d784
I used a card from my country and Google Cloud still won’t accept it for the free trial — what card types have worked for others?,53b423d784
"Where do I get the ny-rides.json file in GCP, and which menus do I click to create it?",cdd91ef84a
"I can’t find ny-rides.json in my project — is it inside Service Accounts, and how do I download the JSON key?",cdd91ef84a
"In GCP setup, what’s the path to generate the ny-rides.json private file for my instance?",cdd91ef84a
"Does ny-rides.json come from IAM & Admin, and do I need to open the KEYS tab to add a JSON key?",cdd91ef84a
"How do I create the ny-rides.json file in Google Cloud, step by step, from the project with my VM?",cdd91ef84a
"Why does the metadata section in Compute Engine show ""Failed to load"" when I try to add an SSH key?",a1f6167da1
What should I enable in GCP if Compute Engine metadata won't load?,a1f6167da1
"I can't open the metadata page on my VM, is there some API missing?",a1f6167da1
"How do I fix the ""Failed to load"" error in Compute Engine when adding SSH keys?",a1f6167da1
Is the Compute Engine API required for the metadata section to work in GCP?,a1f6167da1
"Do I need to delete my Google Cloud instance after the lecture, or can I keep it running?",a697cb2dee
"Alexey removed his GCP instance in the lesson — should I do the same, or leave mine alone?",a697cb2dee
"Is it okay to keep my Google Cloud VM for week 1, or do I have to delete it and recreate it later?",a697cb2dee
"Should I delete my instance in Google Cloud Platform now, or will I need it again for the week 1 readings?",a697cb2dee
"In the GCP setup module, do we actually need to remove the instance, or is it better to keep it?",a697cb2dee
Why am I getting an SSH public key error when I try to connect to my GCP VM from Windows?,eb759226aa
Could the problem be my SSH username if the key was generated with a different name than the one on the VM?,eb759226aa
How do I check which username GCP is using for my SSH key and fix it in my config?,eb759226aa
What happens if I accidentally created two different SSH users on the same VM?,eb759226aa
"If SSH from my laptop keeps failing, is it okay to use the browser SSH first and then switch to VS Code later?",eb759226aa
What VM size should I start with for this course? Is 30GB enough or should I go bigger?,513410225e
My GCP VM is getting super slow while I’m working through the module. How can I check what’s eating CPU or memory?,513410225e
How do I quickly see disk space and find which folder is taking up so much room on the VM?,513410225e
What commands can I use to check what processes are running and whether something weird is using my machine?,513410225e
"Is there a way to inspect the VM hardware, network, and installed packages from the terminal?",513410225e
"Why am I still getting a ""Billing has not been enabled for this project"" error even though I already linked a billing account?",e34580b954
"I enabled billing in GCP, but BigQuery still says billing is not enabled for my project — what should I do?",e34580b954
Has anyone fixed the Google API 403 billingNotEnabled error by toggling billing off and on again?,e34580b954
"My project definitely has billing set up, but dataset creation keeps failing with that billing error. Is there a workaround?",e34580b954
"If GCP keeps claiming billing isn’t enabled after I already turned it on, what’s the next thing to try?",e34580b954
I’m on Windows and the Google Cloud SDK install is acting up — I keep seeing the ADC warning about no quota project. What should I do to fix it?,8f9f91b4de
"After installing Google Cloud SDK on Windows, how can I check if it actually installed correctly?",8f9f91b4de
Do I need to rerun the SDK installer with the unzip package and install.bat on Windows if the setup failed?,8f9f91b4de
What’s the proper order after installing GCloud on Windows — should I run gcloud init first or auth application-default login first?,8f9f91b4de
"I got a message about ""quota exceeded"" or ""API not enabled"" when using GCloud on Windows. Is that related to the missing quota project, and how do I set it?",8f9f91b4de
My GCP VM won’t start because it says there aren’t enough resources. What should I do next?,f29d45f419
How can I recover my virtual machine if GCP has no resources available to start it?,f29d45f419
Is there a way to make a new VM from my old one when the current instance can’t boot in GCP?,f29d45f419
What steps do I need to follow to recreate my VM using an image and switch its location?,f29d45f419
"If GCP blocks my VM startup due to resource limits, how do I clone it and launch it in a different zone?",f29d45f419
"Do I really need to use the GCP VM for this module, or can I just work on my own laptop?",d8ebc91216
Why did the course include a video about setting up a GCP VM if it isn’t mandatory?,d8ebc91216
What’s the benefit of using my own environment instead of the VM for the homework?,d8ebc91216
"If I use the VM, can I push commits directly to my GitHub repo from there?",d8ebc91216
"In what cases would the GCP VM be useful for me, and when should I skip it?",d8ebc91216
Why do I get `mkdir: cannot create directory '.ssh': Permission denied` when setting up my GCP VM SSH folder?,51bc7e280d
I tried `mkdir .ssh` in Git Bash and it says permission denied — am I in the wrong place?,51bc7e280d
How do I create the `.ssh` directory on my machine without getting a root folder error?,51bc7e280d
What should I do if `mkdir .ssh` fails because I’m in `/` instead of my home directory?,51bc7e280d
Where am I supposed to run `cd ~` before making the `.ssh` folder for GCP VM setup?,51bc7e280d
Why does VS Code say permission denied when I try to save a file on my GCP VM over SSH?,1ba58ae0e0
How can I fix the EACCES error when editing files in the VM from VS Code remote?,1ba58ae0e0
Do I need to change the file owner on the VM if VS Code can't write to a folder I opened through SSH?,1ba58ae0e0
What command should I run on the VM to make my course files editable in VS Code again?,1ba58ae0e0
I can open the file in remote VS Code but can't save it — how do I get write access?,1ba58ae0e0
Why does my SSH connection to the GCP VM suddenly time out after working fine last week?,a63d2734b2
Do I need to start the VM again before trying to connect over SSH?,a63d2734b2
"Where can I find the current external IP for my GCP VM, and do I have to update it in my SSH settings?",a63d2734b2
What should I edit in `~/.ssh/config` if my VM connection starts failing with a timeout?,a63d2734b2
Is it possible that my old SSH config points to the wrong IP even though the VM is the same one?,a63d2734b2
"How do I fix the ""connect to host port 22: no route to host"" error on my GCP VM?",68f8a4b307
Where in the VM settings do I add the startup script to allow SSH?,68f8a4b307
What startup script should I use so port 22 works on the VM?,68f8a4b307
Do I need to stop and restart the VM after changing the startup script for SSH?,68f8a4b307
"Why can’t I SSH into my GCP VM, and how do I open port 22 properly?",68f8a4b307
"How do I forward pgAdmin, Postgres, and Jupyter from my GCP VM to my laptop without VS Code?",d6fa41adb6
What SSH command should I use to open port 5432 from the VM on my local machine?,d6fa41adb6
"Can I map both 5432 and 8080 in one ssh command, and what would that look like?",d6fa41adb6
"After setting up port forwarding, which localhost URLs should I use for pgAdmin and Jupyter?",d6fa41adb6
"If Jupyter asks for a password or token, where do I find the right link to log in?",d6fa41adb6
Why does `gcloud auth application-default login` hang in VS Code on WSL2 and show those xdg-open browser not found errors?,af2b85f346
How do I get the Google OAuth login link to open properly from VS Code when using gcloud in WSL2?,af2b85f346
What should I click in VS Code when it asks whether to open the external Google auth website?,af2b85f346
Is there a way to fix the gcloud login issue without changing browsers or reinstalling anything?,af2b85f346
"After I trust accounts.google.com in VS Code, will `gcloud auth` stop failing to open the login page?",af2b85f346
How can I make a service account key if GCP says key creation is disabled for my org?,06c61761df
Where in the GCP Console do I turn off the policy that blocks service account key creation?,06c61761df
Do I need Organization Policy Administrator access before changing the service account key restriction?,06c61761df
What gcloud commands can I use to remove the policy that disables service account keys?,06c61761df
How do I find my org ID and account email before fixing the service account key policy?,06c61761df
"Why did my GCP VM stop accepting SSH after I rebooted it, even though the network seems fine?",cdbabdd71a
"Could a full disk make sshd fail on a GCP VM, and how do I check if that’s the problem?",cdbabdd71a
What’s the fastest way to get back into a GCP VM when normal SSH is broken after restart?,cdbabdd71a
Which cleanup commands should I use to free space on the VM if Docker or logs filled the disk?,cdbabdd71a
"If my data pipeline left files in places like ~/.dlt, target/, or mounted volumes, should I delete old stuff there to fix SSH?",cdbabdd71a
I lost SSH access to my GCP VM and it says permission denied for publickey after the disk filled up. How do I get back in?,c01d835b44
"If my VM boot disk is full and I can’t SSH anymore, what’s the safest way to recover the machine?",c01d835b44
Can I fix a GCP instance that stopped accepting SSH because the boot disk ran out of space?,c01d835b44
What’s the process for making a bigger boot disk from a snapshot when my current VM is full?,c01d835b44
Do I need to stop the instance first before creating a snapshot and launching a new VM with a larger disk?,c01d835b44
Why does VS Code keep saying permission denied on my de-zoomcamp SSH connection?,7889d2bad5
How do I fix the publickey error in VS Code when connecting to my GCP VM on Windows?,7889d2bad5
Do I need to copy my .ssh folder to Windows for the SSH setup to work?,7889d2bad5
What should the IdentityFile path look like in the SSH config on Windows?,7889d2bad5
"Is there supposed to be an extra line at the end of the private key file, and where do I add it?",7889d2bad5
"Why does `terraform init` fail with errors like ""Invalid provider registry host"" or ""Could not query available versions for provider hashicorp/google"" in some countries?",dec5edee6a
"If Terraform can’t reach `registry.terraform.io` because of regional restrictions, what’s the proper way to fix it?",dec5edee6a
"Is a VPN browser extension enough to let Terraform download providers, or do I need something else for the terminal?",dec5edee6a
What should I do so my `terraform init` traffic goes through a VPN and can access the provider registry?,dec5edee6a
"After setting up VPN access, do I need to change anything in Terraform before running `terraform init` again?",dec5edee6a
"Why does Terraform fail with an oauth2 token fetch timeout when it tries to talk to Google Cloud Storage, even though my internet seems fine?",31053272e0
I’m getting a dial tcp i/o timeout on oauth2.googleapis.com during terraform apply — could this be a country/network access issue?,31053272e0
"Do I need to set proxy settings manually for my terminal if my VPN is already running, since Terraform still can’t reach Google?",31053272e0
What’s the quickest fix for the storage.googleapis.com / oauth2.googleapis.com timeout error in Terraform: do I need an enhanced VPN mode?,31053272e0
"After enabling my VPN, Terraform still errors out on Google token requests — what should I check in the VPN/proxy configuration?",31053272e0
How do I set up Terraform on Windows 10 using WSL?,a5a163f51d
Is there a guide for installing Terraform in the Windows Linux Subsystem?,a5a163f51d
What's the easiest way to configure Terraform with WSL on Windows 10?,a5a163f51d
"Can I run Terraform through the Linux Subsystem on Windows, and how do I do it?",a5a163f51d
Where can I find instructions for getting Terraform working on WSL?,a5a163f51d
"Why am I getting a Terraform error acquiring the state lock, and where can I read more about it?",feb57d99da
What does the 'Error acquiring the state lock' message in Terraform mean?,feb57d99da
"Is there a known issue for Terraform state lock errors, and can I see the GitHub link?",feb57d99da
How do I find more info about Terraform failing to acquire the state lock?,feb57d99da
"Has HashiCorp documented the Terraform state lock problem anywhere, like an issue on GitHub?",feb57d99da
"Why do I get a 400 Bad Request / invalid JWT error when I run `terraform apply` on WSL2, and what’s actually causing it?",dd3e6999fd
How can I fix the OAuth2 token issue in Terraform if the error says the JWT is invalid and mentions `iat` and `exp`?,dd3e6999fd
My Terraform apply fails on WSL with a token error for Google Cloud Storage—what command should I run to sync the clock?,dd3e6999fd
"Could this JWT `invalid_grant` problem in Terraform be caused by my machine time being off, and how do I check/fix that?",dd3e6999fd
"When using Terraform on WSL2, what should I do if Google API authentication breaks because the token is not in the right timeframe?",dd3e6999fd
"Why am I getting a Google API 403 Access denied error when running Terraform, and could it be my credentials path?",55c0047f8b
How do I fix the Terraform forbidden error if my service account key file is not being picked up?,55c0047f8b
What should I check if Google says access denied during Terraform setup in Module 1?,55c0047f8b
Do I need to point GOOGLE_APPLICATION_CREDENTIALS to a different JSON file for Terraform to work?,55c0047f8b
"After setting up Terraform, how do I activate the service account so the 403 error goes away?",55c0047f8b
"Do I need to create a separate service account for Terraform, or is one account enough for everything in this course?",de1924abdb
"Before I download the .json credentials file for Terraform, should I make another service account first?",de1924abdb
"Can I use the same service account keys for all the services and resources in this course, or do I need different ones?",de1924abdb
"Once I have the credentials file and set the environment variable, am I ready to start using Terraform?",de1924abdb
"For the Terraform setup in Module 1, do I need extra service accounts for different resources, or will one work?",de1924abdb
Where do I get the Terraform Linux download from?,d0f76f4669
What’s the official link for Terraform releases on Linux?,d0f76f4669
"Which Terraform file should I use for a Linux machine, amd64 or arm64?",d0f76f4669
How do I install Terraform after downloading the Linux zip?,d0f76f4669
Where should I put the Terraform binary so I can run it from the terminal?,d0f76f4669
Why does Terraform say it was initialized in an empty directory and that there are no configuration files?,76f95c1d28
I ran `terraform init` and got the empty directory message — what am I doing wrong?,76f95c1d28
How do I fix the error when Terraform says there are no .tf files in the directory?,76f95c1d28
Does this Terraform error mean I’m not in the right folder before running `init`?,76f95c1d28
What should I check if `terraform init` works in the wrong place or says the directory is empty?,76f95c1d28
"Why am I getting ""Request had insufficient authentication scopes"" when Terraform tries to create a BigQuery dataset?",4a6d04a2c3
What should I check first if I see a Google API 403 access denied error in Terraform?,4a6d04a2c3
How do I verify that my Google service account credentials are set up correctly before running Terraform?,4a6d04a2c3
Which environment variable do I need to export for Terraform to use my GCP auth JSON file?,4a6d04a2c3
"I set up the service account key, but Terraform still fails with 403 when creating the dataset — what could be wrong?",4a6d04a2c3
Why am I getting googleapi Error 403 when Terraform tries to create a bucket in GCP?,5849afe5f6
How do I fix the permission denied for storage.buckets.create in my Terraform setup?,5849afe5f6
Terraform says my service account can't access storage.buckets.create — is this a project ID issue?,5849afe5f6
"What should I use in Terraform: GCP Project Name or Project ID, if bucket creation is forbidden?",5849afe5f6
I can’t create a Google Cloud Storage bucket with Terraform even though I have a service account — what am I missing?,5849afe5f6
How do I set up the Google provider in Terraform when it keeps asking for credentials?,fa8cbc8f40
What’s the right way to point Terraform at my GCP credentials file for the google provider?,fa8cbc8f40
"In the Google provider block, should I use file() for the credentials path?",fa8cbc8f40
How do I keep my GCP credentials file secure while using Terraform with the google provider?,fa8cbc8f40
"What does a minimal google provider config look like for project, credentials, and zone?",fa8cbc8f40
"Why does `terraform destroy` fail with a BigQuery dataset still in use error, and how do I fix it in my `main.tf`?",9f9a1b9e4f
I keep getting `resourceInUse` when tearing down my BigQuery homework dataset with Terraform. What am I missing?,9f9a1b9e4f
"When I run `terraform destroy`, BigQuery says the dataset is still being used by a table. What setting should I change so the dataset can be deleted?",9f9a1b9e4f
How can I make Terraform remove a BigQuery dataset even if there are tables inside it?,9f9a1b9e4f
"During destroy, Terraform can't delete my BigQuery dataset because it's in use. Is there a flag or config option for that?",9f9a1b9e4f
"Why am I getting Terraform 412 on google_storage_bucket about storage.uniformBucketLevelAccess, and how do I fix it?",64d0d03a6f
My bucket apply fails with conditionNotMet / UBLA required — what setting do I need to add in Terraform?,64d0d03a6f
How do I enable Uniform Bucket-Level Access in a google_storage_bucket resource so terraform apply stops erroring?,64d0d03a6f
"What causes the GCS bucket constraint error in Terraform, and what change should I make in the bucket config?",64d0d03a6f
I see a request violates constraint error for my storage bucket in GCP. Which Terraform option should be turned on?,64d0d03a6f
"What does concurrency actually do in Kestra flows, and why would I need it?",5bf119a791
How do I set a Kestra flow so only one execution can run at once?,5bf119a791
"If the same flow gets triggered again while it is still running, what happens in Kestra?",5bf119a791
What kind of issues can concurrency help avoid in workflow execution?,5bf119a791
"Can Kestra limit parallel runs of the same flow, and how is that configured?",5bf119a791
Where can I find the previous cohorts' FAQ for the orchestration module?,f1c31510e6
Is there a FAQ document for Prefect from earlier cohorts?,f1c31510e6
Do you have an Airflow FAQ link from past students?,f1c31510e6
Where's the Mage FAQ document for this module?,f1c31510e6
"Can I get all the old FAQ docs for Prefect, Airflow, and Mage?",f1c31510e6
How can I start Kestra locally on Linux with Docker?,bcc6781b6e
What URL do I open after launching Kestra to access the dashboard?,bcc6781b6e
Is there a different setup guide for running Kestra on Windows?,bcc6781b6e
Can you show me a sample docker-compose for Kestra with the needed ports and volumes?,bcc6781b6e
What command should Kestra use in Docker for standalone mode?,bcc6781b6e
"Why do I get `mkdir C:\Program Files\Git\var: Access is denied` when I run the Kestra Docker command in Bash on Windows, and why doesn't opening Bash as admin fix it?",16481ac8f7
How should I change the `docker run` command for Kestra so it works on Windows with Docker and WSL2?,16481ac8f7
Do I need to use Command Prompt as administrator instead of Git Bash when starting `kestra/kestra:latest server local`?,16481ac8f7
What are the correct volume paths to use for `/var/run/docker.sock` and `/tmp` if Docker is complaining about `C:\Program Files\Git\var`?,16481ac8f7
"After I run the corrected Docker command, what should I expect to see on localhost for the Kestra UI?",16481ac8f7
Why does my pgAdmin page at localhost:8080 just keep loading forever after I add it to docker-compose?,db53f69d74
"I mounted a local volume for pgAdmin, but the container seems stuck and won’t open in the browser — could this be a permissions issue?",db53f69d74
"Do I need to change ownership of the pgAdmin data folder on my machine, and if so, which user should own it?",db53f69d74
Why does Postgres work with the mounted volume but pgAdmin fails when I use a local directory for sessions or data?,db53f69d74
"Is there a fix for the ""permission denied /var/lib/pgadmin/sessions"" error when running pgAdmin in Docker?",db53f69d74
Why does my GCP VM with Kestra and Postgres run out of disk so fast when I do backfills?,00e8093b90
How can I check what is eating up storage on my Linux VM before I just start deleting stuff?,00e8093b90
What’s the easiest way to remove old Kestra executions and logs so they don’t keep growing forever?,00e8093b90
"If I already loaded the same data multiple times in Postgres, should I drop the extra tables or run something like VACUUM?",00e8093b90
"My VM is still full after cleanup — can I just increase the boot disk size in GCP, and where do I do that?",00e8093b90
How do I set up Google Cloud auth in Kestra without putting the service account JSON straight into the flow?,06775a8677
"For the zoomcamp, is it better to keep GCP credentials in Kestra KV store or as a secret?",06775a8677
What should I put in pluginDefaults so BigQuery and GCS tasks can use my GCP service account automatically?,06775a8677
"If I store the service account as base64 in .env_encoded, how do I pass it into Kestra and reference it in a flow?",06775a8677
How do I rotate a GCP service account key in Kestra if I used the KV store or an encoded secret?,06775a8677
Why does a Kestra flow still show earlier tasks as successful when a later task fails?,70722b98b6
"In Kestra, is a task considered successful if a downstream step breaks?",70722b98b6
How can I still see intermediate results and logs in Kestra after the pipeline crashes later on?,70722b98b6
Why do upstream steps stay green in Kestra even when the database or merge part fails?,70722b98b6
Does Kestra mark a task failed just because something after it went wrong?,70722b98b6
Why do I get a permission denied error when I run the gcp_setup flow after the lesson?,dda62d0ef0
How can I fix the bucket permission denied issue in the gcp_setup flow?,dda62d0ef0
Should I check whether the GCP bucket already exists if the setup flow fails?,dda62d0ef0
Do I need to rename the bucket in gcp_setup if the name is already taken?,dda62d0ef0
Is the bucket name in GCP supposed to be globally unique for the setup flow?,dda62d0ef0
Why does the gcp_setup flow fail at the create_bq_dataset step with an invalid dataset ID error?,c18119ba32
"I followed the workflow orchestration lesson and the gcp_setup YAML, but BigQuery still errors when creating the dataset — what am I missing?",c18119ba32
"Can the dataset name in the gcp_setup flow include a dash, or does that break BigQuery setup?",c18119ba32
What should I change in the dataset name if create_bq_dataset keeps throwing a dataset ID problem?,c18119ba32
Is there a naming issue in the gcp_setup flow that causes the BigQuery dataset creation to fail?,c18119ba32
Why does Kestra crash with a SIGILL in the Java runtime on a Mac M4 running macOS 15.2/15.3?,5db9bca6a9
What do I need to change in the Kestra Docker run command to avoid the SIGILL issue on Apple M4?,5db9bca6a9
How can I set the Java option for Kestra if I'm using Docker Compose instead of docker run?,5db9bca6a9
Is there a workaround for the latest kestra image on Mac M4 when Java throws an illegal instruction error?,5db9bca6a9
Do I need to pass any special JVM flag in Kestra to make it work on macOS M4?,5db9bca6a9
"Why does Kestra fail with ""could not translate host name host.docker.internal"" on Linux Docker?",5d66421473
"In Kestra flows, should I replace host.docker.internal with the Postgres service name in docker-compose?",5d66421473
How do I make host.docker.internal work on native Linux with Kestra?,5d66421473
"Do I need extra_hosts in docker-compose only for the Kestra container, or also for Docker taskRunner jobs like dbt-build?",5d66421473
What’s the better fix for Kestra to reach Postgres on Linux: use the container name or add host-gateway?,5d66421473
How do I run a Python script in Kestra Docker on Windows 11 without getting the Python 3.13 path error?,acd25600d1
What is the right Kestra YAML setup for executing a Python script with commands like pip install and python run?,acd25600d1
How can I pass my Python file into a Kestra flow using InputFiles?,acd25600d1
Do I need to replace your_script.py with my own filename in the Kestra script example?,acd25600d1
Where should I put the actual Python code when using Kestra's Python Commands plugin?,acd25600d1
Why do we calculate row counts in PostgreSQL and not inside Kestra itself?,7fc105290f
