question,document
"Can I do the capstone project with Airflow, Prefect, Dagster, or even just a Python script instead of Kestra?",cce328db64
"If I already know Airflow, is it okay to just skip Kestra and use my own orchestrator for the course work?",cce328db64
"For the project ingestion pipeline, does a notebook count, or do I need a real orchestrator to get full credit?",cce328db64
"Can I switch AI providers in Kestra flows, like OpenAI or Gemini, without rewriting the workflow?",cce328db64
"Does Kestra only work with Gemini, or can I point it at Groq, Ollama, or another local OpenAI-style model too?",f442efe5b4
"If I already have a flow using Gemini, what actually needs to change to switch it to OpenAI or Anthropic?",f442efe5b4
"Which AI providers are supported in Kestra out of the box, and is there a full list somewhere?",f442efe5b4
What’s the difference between the generic AI plugin and the provider-specific ones in Kestra?,f442efe5b4
"For OpenAI-compatible services like Groq or DeepSeek, do I use a special plugin or just set the base URL somewhere?",f442efe5b4
"Is there a way to build a Kestra flow without editing YAML by hand, maybe with a form or something like that?",bfe5502c30
"Can Kestra generate a workflow from plain English, and can I keep refining it with more prompts?",bfe5502c30
"Does Kestra have any setup where an external AI tool or editor can create and push flows directly, instead of using the UI?",bfe5502c30
How is Kestra different from Airflow when it comes to where the actual script lives and what the workflow definition does?,bfe5502c30
"For really basic automations like sending a Slack message after a YouTube upload, would something like n8n or Zapier be a better choice than Kestra?",bfe5502c30
Why does ChatGPT sometimes invent Kestra YAML fields like bucket or name that don’t work in my flow?,93a3e8b98c
How can I tell if the YAML generated for a Kestra plugin matches the real schema for my version?,93a3e8b98c
What’s the correct way to configure GCS upload in Kestra instead of using separate bucket and name properties?,93a3e8b98c
"For Kestra BigQuery LoadFromGcs, why is destinationTable required instead of splitting projectId, dataset, and table?",93a3e8b98c
What’s the best way to avoid bad AI-generated Kestra flow YAML and make sure it actually runs?,93a3e8b98c
Why do people track token usage in Kestra flows when calling LLMs?,a4adc70f41
How does monitoring tokens help avoid surprise costs in scheduled AI jobs?,a4adc70f41
What is the point of checking token counts from each prompt and response in Kestra?,a4adc70f41
Can token usage be used to catch runaway LLM loops before the bill gets too high?,a4adc70f41
How do you usually get token usage info from an LLM call inside a Kestra workflow?,a4adc70f41
Why do I get the Docker Desktop error saying the path under /tmp isn’t shared from the host when I start Kestra?,dd8b4c9fda
What should I do in Docker Desktop if a container can’t mount something like /tmp/kestra-wd?,dd8b4c9fda
How can I allow Docker to access a /tmp folder so my compose setup works again?,dd8b4c9fda
Where do I add /tmp or /tmp/kestra-wd in Docker Desktop to fix the mount denied issue?,dd8b4c9fda
"After I change Docker Desktop file sharing, do I need to rerun docker compose up -d for Kestra?",dd8b4c9fda
"For the Module 3 Kestra homework, what exactly should I upload to the public repo if I did everything in the Kestra UI?",f29f622684
"Do I need to submit the actual Kestra flow YAML files for Module 3, or is a README with my answers enough?",f29f622684
"If my homework was built inside Kestra and not in code from scratch, what do I put in the GitHub repo for the submission link?",f29f622684
"Should I include only the flow files for the Kestra assignment, or also any scripts those flows use?",f29f622684
"How do I organize the Module 3 homework repo for submission, and does the form want the answers in the repo or in the form itself?",f29f622684
Why am I getting `JSONDecodeError: Expecting value` when I try to parse the LLM output for ground-truth questions?,a3c7e1b4f9
How can I make the model return only valid JSON instead of markdown fences or extra text?,a3c7e1b4f9
What’s the right way to use OpenAI so `json.loads()` doesn’t fail on the response?,a3c7e1b4f9
Should I change my prompt to ask for a specific JSON shape for the questions list?,a3c7e1b4f9
Do other LLM APIs have something like `response_format` to force JSON output?,a3c7e1b4f9
Why does my Jupyter kernel keep crashing when I try to embed the ground-truth set in the evaluation notebook?,b8f2d6a30c
Is this memory issue something specific to small-RAM environments like Codespaces default or low-end laptops?,b8f2d6a30c
What’s the easiest workaround if I want to keep going without changing my whole setup?,b8f2d6a30c
"Can I use a smaller embedding model like all-MiniLM-L6-v2, and do I need to rerun the evaluation after switching?",b8f2d6a30c
Should I move the embedding step to a separate script or batch the ground-truth processing to avoid running out of memory?,b8f2d6a30c
Why do I still get rate limit errors when I added a 4-second sleep in my loop for generating the ground-truth data?,c1e9f4b820
What’s the best workaround if the free Gemini quota gets exhausted halfway through building the eval dataset?,c1e9f4b820
"Is it better to use OpenAI or Groq for creating the whole ground-truth set, and why?",c1e9f4b820
How can I reduce API failures when I’m using a thread pool to generate labels or embeddings?,c1e9f4b820
What’s a good way to avoid losing progress if the model API stops me with quota limits during a long run?,c1e9f4b820
How do I fix the Windows error about torch\lib\fbgemm.dll not being found when importing PyTorch?,15e931476c
What should I install if I get OSError: [WinError 126] and it says a module is missing in fbgemm.dll?,15e931476c
Does this problem go away by installing Visual C++ Redistributable on Windows?,15e931476c
"Is Visual Studio required for the fbgemm.dll import error, or is Visual Studio Code enough?",15e931476c
Where can I find more info about the PyTorch fbgemm.dll missing dependency error on Windows?,15e931476c
"Why am I getting `could not translate host name ""postgres"" to address` when I run `python prep.py`, and what should I change in my config?",4b65d5542d
"In the Monitoring module, how do I fix `psycopg2.OperationalError` saying the host `postgres` is unknown?",4b65d5542d
Do I need to edit the `.env` file if `python prep.py` fails with `No such host is known` for postgres?,4b65d5542d
What hostname should I use instead of `postgres` so the prep script can connect properly?,4b65d5542d
How can I update the database host setting to make `python prep.py` work without the OperationalError?,4b65d5542d
How do I make Pandas show the full text in a column instead of cutting it off at 50 chars?,641aedbbf5
"In the offline-rag-evaluation notebook, how can I see the whole Explanation from the LLM judge?",641aedbbf5
What setting should I use so a pandas DataFrame doesn’t display '...' for long text fields?,641aedbbf5
Is there a way to disable column text truncation in Pandas when debugging the judge output?,641aedbbf5
What’s the Pandas option for showing unlimited column width in a table?,641aedbbf5
How can I normalize each vector in a Pandas DataFrame column using NumPy?,5039707c1a
What’s the easiest way to turn every vector in a Pandas Series into a unit vector?,5039707c1a
"Can I use apply() to normalize vectors stored in a DataFrame column, and if so how?",5039707c1a
How do I divide each array in a column by its norm in Pandas?,5039707c1a
Is there a simple lambda function for normalizing vectors inside a DataFrame column?,5039707c1a
How do I get the 75th percentile of a Pandas DataFrame column?,b4c8ac5a0c
What’s the Pandas way to compute a quantile for a Series?,b4c8ac5a0c
How can I find the 0.75 quantile from a column in pandas?,b4c8ac5a0c
Is there a simple command to calculate a percentile in a DataFrame column?,b4c8ac5a0c
How do I use quantile() in pandas to get the 75% value?,b4c8ac5a0c
"How do I wipe every Docker container, even the running ones, from the terminal?",66ccbb7da0
What’s the command to force-remove all Docker images at once?,66ccbb7da0
How can I delete all Docker volumes from the command line?,66ccbb7da0
"Is there a quick way to clean up my Docker setup and remove containers, images, and volumes?",66ccbb7da0
Which terminal commands should I run if I want to clear out everything Docker-related?,66ccbb7da0
How do I make sure a user can only leave one feedback vote per submission in Streamlit?,2e729f1271
Why does `st.session.submitted` keep getting set back to `True` after I click a feedback button?,2e729f1271
"In Streamlit, how can I disable the feedback buttons until the user submits new text with the ask button?",2e729f1271
Is there a fix for `st.session.submitted` being reassigned unexpectedly when handling +1 / -1 feedback?,2e729f1271
Where can I find the solution for the Streamlit session attribute issue with one-time feedback per submission?,2e729f1271
Why does docker-compose say `streamlit: executable file not found in $PATH` even though the app works locally?,e8df9f0d12
What do I need to add to my Docker setup so a Streamlit app can start with docker-compose?,e8df9f0d12
Do I have to create a Dockerfile first if Streamlit only fails inside docker-compose?,e8df9f0d12
What’s the right way to rebuild the container after fixing the Streamlit docker-compose issue?,e8df9f0d12
"If my Streamlit app runs outside Docker but not in docker-compose, what should I check in the compose file?",e8df9f0d12
"Is the capstone supposed to be done alone, or can we make it a group thing?",0fab61eca2
Can two students work on the same project idea for the capstone if each person has their own part?,0fab61eca2
"If we collaborate on a bigger system, does each person still need a separate repo for the capstone?",0fab61eca2
"What counts as an acceptable shared project for the capstone, if any?",0fab61eca2
Can a project be submitted by multiple people if it can’t be graded separately for each one?,0fab61eca2
"Do I actually need to hand in two capstone projects, or is one enough?",d5fc98925d
What do attempt 1 and attempt 2 mean for the capstone submission?,d5fc98925d
"If my first capstone submission gets rejected, can I fix it and submit again later?",d5fc98925d
"Can I submit two projects just to get more practice, and do they need to be based on different data and tasks?",d5fc98925d
"What if I miss the attempt 1 deadline for the capstone project, is there still a way to submit in attempt 2?",d5fc98925d
"Is the competition actually considered the capstone project, or is it separate?",e892d44e42
Can I use the math Kaggle LLM competition as my capstone for the course?,e892d44e42
Are we allowed to do the capstone in a team if we join the competition together?,e892d44e42
"If I join the math-kaggle-llm competition with classmates, does that count toward the capstone requirement?",e892d44e42
What's the difference between the competition and the capstone in this section?,e892d44e42
How will my capstone project be graded in the course?,9a2e2d2008
Who reviews the submitted capstone projects?,9a2e2d2008
Do I need to review other students' capstone projects too?,9a2e2d2008
What happens if I don't grade the required number of peer projects?,9a2e2d2008
How is the final score for the capstone calculated?,9a2e2d2008
"After the deadline, how are the capstone projects assigned for peer review or grading?",eae0fb50aa
"Will I get to choose which projects to review in the capstone, or is it assigned automatically?",eae0fb50aa
How many projects does each participant get for grading once submissions close?,eae0fb50aa
When do we find out which capstone projects we need to review?,eae0fb50aa
Will there be a spreadsheet or some list shared with the assigned capstone projects after submission ends?,eae0fb50aa
"I already turned in my project, so why am I still not seeing anything to review?",a8a7fef016
"After the submission deadline, how do project reviews get assigned to us?",a8a7fef016
"Can I pick which projects I want to evaluate, or is it assigned automatically?",a8a7fef016
Why is the review list still empty even though I submitted my capstone project?,a8a7fef016
"Am I supposed to review projects before the list is released, or only after the deadline passes?",a8a7fef016
Where can I find some project ideas and datasets for the capstone?,e76a70cde3
Is there a GitHub page with suggestions for datasets I can use in the project?,e76a70cde3
What’s the best place to look for capstone project ideas and some starter datasets?,e76a70cde3
"Can you point me to a page that lists ideas, datasets, and guidelines for the project?",e76a70cde3
Are there any recommended resources with possible project topics and data sources?,e76a70cde3
"Do I actually need Airflow, Mage, or Kestra for the capstone project, or is a simple Python script enough?",d4f7c08ea1
"If I build the ingestion and indexing with plain Python, can I still get full points for that part of the project?",d4f7c08ea1
"Is using a Jupyter notebook acceptable for the capstone ingestion pipeline, or do I lose points compared to a script?",d4f7c08ea1
"Should I add an orchestration tool just to satisfy the project rubric, or only when the project really needs it?",d4f7c08ea1
"When would it make sense to use an orchestrator in the capstone, like for data that changes every day?",d4f7c08ea1
How can I evaluate a recommender-style RAG when there isn’t any obvious ground truth Q&A data?,9b0e2d6a47
What’s a good way to create synthetic test queries for a retrieval system if I only have item descriptions?,9b0e2d6a47
"For a ranking-style RAG, should I use hit rate or something like NDCG, and why?",9b0e2d6a47
How do people use an LLM as a judge to score the quality of a full RAG answer end to end?,9b0e2d6a47
"If multiple results could be acceptable, what metric is better than just checking whether the top result is correct?",9b0e2d6a47
"What chunking approach should I start with for a huge PDF corpus, and should I try to make it perfect right away?",6f2a8b3d10
"For long docs with lots of paragraphs, is it better to use fixed-size chunks first or ask an LLM to split them into sections?",6f2a8b3d10
"Does it make sense to add short summaries to each chunk, and how would that help retrieval?",6f2a8b3d10
"If my documents are very structured, like legal or financial files, should I rely only on dense search or mix it with BM25 too?",6f2a8b3d10
"What tools are good for turning PDFs into cleaner markdown before chunking, and when would I use something like pymupdf4llm, Docling, or GROBID?",6f2a8b3d10
What do you mean by reproducibility in the capstone project — do reviewers need my API keys to run it?,e5d8a2c761
"For the project repo, should I include a script or notebook that rebuilds the search index from the raw dataset?",e5d8a2c761
How should I handle environment variables for secrets — do I just commit an example file and ignore the real .env?,e5d8a2c761
Is it okay to use a cheaper model for the demo so reviewers don't spend a lot of credits testing it?,e5d8a2c761
What do I need to pin or document so someone can recreate the project on their own machine without issues?,e5d8a2c761
"Can I do the homework and capstone in JavaScript, or do I really need to use Python for this course?",ea815eb858
"If I build my project in Go, Java, Rust, or another non-Python language, what kind of README and setup instructions do I need to include?",ea815eb858
"Is it allowed to use TypeScript, Scala, C#, or R instead of Python for the final project, or will that cause issues with review?",ea815eb858
What does the course expect if I choose a different stack from Python for an assignment or the capstone?,ea815eb858
"For a non-Python submission, do I need to explain how to run it on Windows, macOS, and Linux too?",ea815eb858
Where can I check out past LLM Zoomcamp capstone projects to get ideas?,930286278d
Is there a place to browse previous project submissions from the LLM Zoomcamp?,930286278d
Can you share links to older LLM Zoomcamp projects so I know what kind of work is expected?,930286278d
I’m looking for examples of capstone submissions in LLM Zoomcamp — where should I look?,930286278d
Do you have pages for the 2024 and 2025 LLM Zoomcamp projects?,930286278d
Do I need to reserve my capstone project idea before I start working on it?,897a350476
Should I announce my project topic somewhere before beginning the capstone?,897a350476
"If I have an idea for the project, do I need permission or a prior sign-up first?",897a350476
Can I ask for feedback on my project idea in Slack before I start?,897a350476
"Is it okay if my capstone is on the same topic as someone else's project, as long as my implementation is different?",897a350476
Can I build my capstone as a Telegram or WhatsApp bot instead of a web app?,7318a90b14
"Is there any required user interface for the final project, or can I choose whatever works for my idea?",7318a90b14
"Would a CLI, Slack app, or even a notebook be acceptable for the capstone project?",7318a90b14
"If I use a different interface for my project, will it still count as long as it meets the grading criteria?",7318a90b14
"Does the course provide instructions for building the interface, or do I need to handle that part myself?",7318a90b14
What’s a good tool to pull text out of PDFs for a RAG app?,d8b28c47a0
"If my PDFs are scanned images, what should I use for OCR/text extraction?",d8b28c47a0
"Do we have to use one specific library in the course for document parsing, or can I choose whatever works best?",d8b28c47a0
What are some popular options people use for turning PDFs into text or Markdown for RAG?,d8b28c47a0
"Should I test a few extractors on my files first, and which ones are usually recommended?",d8b28c47a0
"Can I use the workshop stuff in my own capstone project, or is that not allowed?",d850a0e7ea
"If the workshop is open-source, does that mean I can reuse the materials in another project?",d850a0e7ea
Am I allowed to take the dlt workshop content and use it for a different Zoomcamp project too?,d850a0e7ea
Can I share or apply these workshop materials directly in my own work without any problem?,d850a0e7ea
Is it okay to use this workshop content for something like an MLOps Zoomcamp project?,d850a0e7ea
How do I initialize a new dlt project for loading data from cloud storage?,6bceeebf04
What command should I run to start a dlt project with filesystem and duckdb?,6bceeebf04
I'm trying to load from cloud files — how do I set up the dlt project first?,6bceeebf04
Which dlt init command do I use for a filesystem source with DuckDB?,6bceeebf04
Where do I begin if I want to create a new dlt pipeline from cloud storage?,6bceeebf04
"Why do I get `Table notion_pages___homework does not exist` when I try `db.open_table(""notion_pages___homework"")`?",0407213397
I keep seeing a `FileNotFoundError` for `notion_pages___homework` — what setting am I missing?,0407213397
What should I check if `db.create_table(...)` is being suggested instead of opening `notion_pages___homework`?,0407213397
My table name still behaves like `employee_handbook` even though I renamed it to `homework` — why?,0407213397
"In the dlt workshop, why does opening `notion_pages___homework` fail unless I edit the pipeline config?",0407213397
I'm getting FileNotFoundError: Table notion_pages___homework does not exist when I run main() in the dlt workshop. What am I supposed to change so it finds the table?,e95bfafc0e
"Why does db.open_table fail with notion_pages___homework in my script, and which table name should I open instead?",e95bfafc0e
"In the open-source data ingestion exercise, my code says the table doesn't exist. Is there a specific line where I need to open the right Notion homework table?",e95bfafc0e
What should the dbtable assignment look like if I keep seeing an error about notion_pages___homework not existing?,e95bfafc0e
My notebook throws a create_table/open_table error for notion_pages___homework. What's the correct table name to use in line 3?,e95bfafc0e
How can I see all the tables in my database?,e394e6f738
Is there a way to list every table in the db?,e394e6f738
What method should I use to check table names?,e394e6f738
How do I find out which tables were created in the database?,e394e6f738
Can I get a list of all db tables somehow?,e394e6f738
Does dlt already support ClickHouse or StarRocks connectors?,cd19f122f3
Can I use dlt to load data into ClickHouse right now?,cd19f122f3
"Is there a StarRocks connector in dlt yet, or not?",cd19f122f3
"If dlt doesn't have ClickHouse/StarRocks connectors, can the community add them?",cd19f122f3
"Are connectors for ClickHouse and StarRocks planned in dlt, or would that depend on contributions?",cd19f122f3
"Why am I getting a 401 Unauthorized when the notebook calls Notion search, and what should I check first?",0dfba07ace
My notebook says it doesn’t have secret access for the Notion API—could this be a bad token or permission issue?,0dfba07ace
What usually causes a 401 Client Error from api.notion.com/v1/search in the dlt workshop notebook?,0dfba07ace
How do I fix the Notion API authorization problem in my notebook if the secret seems right but the request still fails?,0dfba07ace
"Could an expired API token be the reason my Notion integration is failing with Unauthorized, and how do I confirm it?",0dfba07ace
"Why do I keep getting a 401 Client Error when setting this up, and is it about the API key or permissions?",4b30b918bc
How can I force pip to install the newer requests version from the source instead of the older one?,4b30b918bc
What command should I use if pip keeps pulling requests 2.28 but I need 2.32.3 for lancedb?,4b30b918bc
"Could the 401 error mean my key is wrong, or do I just need to grant access somewhere first?",4b30b918bc
Is there a way to install requests directly from the GitHub release zip so the right version gets installed?,4b30b918bc
